# 0.5000	1.0000	
# 2.5000	1.0000	
# 4.5000	1.0000	
# 6.5000	1.0000	
# 8.5000	1.0000	
# 10.5000	1.0000	
# 12.5000	1.0000	
14.5000	1.5000	
16.5000	4.0000	
18.5000	8.0000	
20.5000	11.0000	
22.5000	14.0000	
24.5000	17.0000	
26.5000	21.0000	
28.5000	24.0000	
30.5000	26.5000	
32.5000	29.0000	
34.5000	32.0000	
36.5000	34.5000	
38.5000	36.5000	
40.5000	39.0000	
42.5000	41.5000	
44.5000	43.5000	
46.5000	45.0000	
48.5000	47.0000	
50.5000	49.0000	
52.5000	51.0000	
54.5000	52.5000	
56.5000	53.5000	
58.5000	55.5000	
60.5000	57.5000	
62.5000	58.5000	
64.5000	60.0000	
66.5000	60.5000	
68.5000	62.0000	
70.5000	63.5000	

72.5000	64.5000	
74.5000	65.5000	
76.5000	66.5000	
78.5000	67.0000	
80.5000	68.0000	
82.5000	69.0000	
84.5000	69.5000	
86.5000	70.0000	
88.5000	70.5000	
90.5000	71.5000	
92.5000	72.0000	
94.5000	72.5000	
96.5000	73.0000	
98.5000	74.0000	
100.5000	74.0000	
102.5000	75.0000	
104.5000	75.0000	
106.5000	75.0000	
108.5000	75.0000	
110.5000	75.0000	
112.5000	76.0000	
114.5000	76.0000	
116.5000	76.0000	
118.5000	76.0000	
120.5000	76.5000	
122.5000	77.0000	
124.5000	77.0000	
126.5000	77.0000	
128.5000	77.0000	
130.5000	77.0000	
132.5000	77.0000	
134.5000	77.0000	
136.5000	77.0000	
138.5000	77.0000	
140.5000	77.0000	
142.5000	77.0000	
144.5000	77.0000	
146.5000	77.0000	
148.5000	76.5000	
150.5000	76.0000	
152.5000	76.0000	
154.5000	76.0000	
156.5000	76.0000	
158.5000	76.0000	
160.5000	75.5000	
162.5000	75.0000	
164.5000	75.0000	
166.5000	75.0000	
168.5000	75.0000	
170.5000	75.0000	
172.5000	75.0000	
174.5000	75.0000	
176.5000	74.5000	
178.5000	74.0000	
180.5000	74.0000	
182.5000	73.5000	
184.5000	73.0000	
186.5000	73.0000	
188.5000	73.0000	
190.5000	72.0000	
192.5000	72.0000	
194.5000	72.0000	
196.5000	71.0000	
198.5000	71.0000	
200.5000	71.0000	
202.5000	70.0000	
204.5000	70.0000	
206.5000	69.5000	
208.5000	69.5000	
210.5000	69.5000	
212.5000	69.0000	
214.5000	69.0000	
216.5000	68.0000	
218.5000	68.0000	
220.5000	68.0000	
222.5000	67.0000	
224.5000	67.0000	
226.5000	66.5000	
228.5000	66.0000	
230.5000	66.0000	
232.5000	65.5000	
234.5000	65.5000	
236.5000	65.0000	
238.5000	65.0000	
240.5000	64.5000	
242.5000	64.0000	
244.5000	64.0000	
246.5000	63.5000	
248.5000	63.0000	
250.5000	62.5000	
252.5000	62.0000	
254.5000	62.0000	
256.5000	61.5000	
258.5000	61.0000	
260.5000	61.0000	
262.5000	60.0000	
264.5000	60.0000	
266.5000	60.0000	
268.5000	60.0000	
270.5000	59.0000	
272.5000	59.0000	
274.5000	59.0000	
276.5000	58.0000	
278.5000	58.0000	
280.5000	57.5000	
282.5000	57.0000	
284.5000	57.0000	
286.5000	56.0000	
288.5000	56.0000	
290.5000	55.5000	
292.5000	55.0000	
294.5000	55.0000	
296.5000	54.5000	
298.5000	54.5000	
300.5000	54.5000	
302.5000	53.5000	
304.5000	53.5000	
306.5000	53.0000	
308.5000	53.0000	
310.5000	52.5000	
