comp,len,dia,sarea,xarea,Em,Cm,Rm,Ra,e_ar,gbar_ar,tau_cad,beta_cad,e_cal,gbar_cal,e_cat,gbar_cat,e_cat_a,gbar_cat_a,e_k2,gbar_k2,e_ka,gbar_ka,e_ka_ib,gbar_ka_ib,e_kahp,gbar_kahp,e_kahp_deeppyr,gbar_kahp_deeppyr,e_kahp_slower,gbar_kahp_slower,e_kc,gbar_kc,e_kc_fast,gbar_kc_fast,e_kdr,gbar_kdr,e_kdr_fs,gbar_kdr_fs,e_km,gbar_km,e_naf,gbar_naf,e_naf2,gbar_naf2,e_naf_tcr,gbar_naf_tcr,e_nap,gbar_nap,e_napf,gbar_napf,e_napf_spinstell,gbar_napf_spinstell,e_napf_tcr,gbar_napf_tcr
comp_1,2.5e-05,1.8e-05,1.41372e-09,2.54469e-10,-0.07,1.27235e-11,3.53678e+09,245609,-0.035,1.41372e-09,0.1,3.06521e+14,0.125,5.65487e-08,0.125,1.41372e-09,0.0,0.0,-0.095,7.06858e-09,0.0,0.0,-0.095,2.82743e-07,0.0,0.0,-0.095,2.82743e-09,0.0,0.0,-0.095,2.26195e-07,0.0,0.0,-0.095,2.40332e-06,0.0,0.0,-0.095,1.68232e-07,0.05,2.82743e-06,0.0,0.0,0.0,0.0,0.05,2.26195e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
comp_2,6e-05,1.7e-06,3.20442e-10,2.2698e-12,-0.07,5.76796e-12,7.80171e+09,6.60851e+07,-0.035,6.40885e-10,0.05,2.70459e+16,0.125,2.56354e-08,0.125,6.40885e-10,0.0,0.0,-0.095,3.20442e-09,0.0,0.0,-0.095,5.12708e-08,0.0,0.0,-0.095,1.28177e-09,0.0,0.0,-0.095,1.02542e-07,0.0,0.0,-0.095,4.80664e-07,0.0,0.0,-0.095,1.22024e-07,0.05,4.80664e-07,0.0,0.0,0.0,0.0,0.05,3.84531e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
comp_3,6e-05,1.7e-06,3.20442e-10,2.2698e-12,-0.07,5.76796e-12,7.80171e+09,6.60851e+07,-0.035,6.40885e-10,0.0133333,2.70459e+16,0.125,2.56354e-08,0.125,6.40885e-10,0.0,0.0,-0.095,3.20442e-09,0.0,0.0,-0.095,5.12708e-08,0.0,0.0,-0.095,1.28177e-09,0.0,0.0,-0.095,1.02542e-07,0.0,0.0,-0.095,4.80664e-07,0.0,0.0,-0.095,1.22024e-07,0.05,4.80664e-07,0.0,0.0,0.0,0.0,0.05,3.84531e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
comp_4,6e-05,1.7e-06,3.20442e-10,2.2698e-12,-0.07,5.76796e-12,7.80171e+09,6.60851e+07,-0.035,6.40885e-10,0.0133333,2.70459e+16,0.125,2.56354e-08,0.125,6.40885e-10,0.0,0.0,-0.095,3.20442e-09,0.0,0.0,-0.095,5.12708e-08,0.0,0.0,-0.095,1.28177e-09,0.0,0.0,-0.095,1.02542e-07,0.0,0.0,-0.095,4.80664e-07,0.0,0.0,-0.095,1.22024e-07,0.05,4.80664e-07,0.0,0.0,0.0,0.0,0.05,3.84531e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
comp_5,6e-05,1.7e-06,3.20442e-10,2.2698e-12,-0.07,5.76796e-12,7.80171e+09,6.60851e+07,-0.035,6.40885e-10,0.05,2.70459e+16,0.125,2.56354e-08,0.125,6.40885e-10,0.0,0.0,-0.095,3.20442e-09,0.0,0.0,-0.095,5.12708e-08,0.0,0.0,-0.095,1.28177e-09,0.0,0.0,-0.095,1.02542e-07,0.0,0.0,-0.095,4.80664e-07,0.0,0.0,-0.095,1.22024e-07,0.05,4.80664e-07,0.0,0.0,0.0,0.0,0.05,3.84531e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
comp_6,6e-05,1.7e-06,3.20442e-10,2.2698e-12,-0.07,5.76796e-12,7.80171e+09,6.60851e+07,-0.035,6.40885e-10,0.05,2.70459e+16,0.125,2.56354e-08,0.125,6.40885e-10,0.0,0.0,-0.095,3.20442e-09,0.0,0.0,-0.095,5.12708e-08,0.0,0.0,-0.095,1.28177e-09,0.0,0.0,-0.095,1.02542e-07,0.0,0.0,-0.095,4.80664e-07,0.0,0.0,-0.095,1.22024e-07,0.05,4.80664e-07,0.0,0.0,0.0,0.0,0.05,3.84531e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
comp_7,6e-05,1.24e-06,2.33734e-10,1.20763e-12,-0.07,4.20722e-12,1.06959e+10,1.2421e+08,-0.035,4.67469e-10,0.0133333,3.70791e+16,0.125,1.86988e-08,0.125,4.67469e-10,0.0,0.0,-0.095,2.33734e-09,0.0,0.0,-0.095,3.73975e-08,0.0,0.0,-0.095,9.34938e-10,0.0,0.0,-0.095,7.4795e-08,0.0,0.0,-0.095,3.50602e-07,0.0,0.0,-0.095,8.90061e-08,0.05,3.50602e-07,0.0,0.0,0.0,0.0,0.05,2.80481e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
comp_8,6e-05,1.24e-06,2.33734e-10,1.20763e-12,-0.07,4.20722e-12,1.06959e+10,1.2421e+08,-0.035,4.67469e-10,0.0133333,3.70791e+16,0.125,1.86988e-08,0.125,4.67469e-10,0.0,0.0,-0.095,2.33734e-09,0.0,0.0,-0.095,3.73975e-08,0.0,0.0,-0.095,9.34938e-10,0.0,0.0,-0.095,7.4795e-08,0.0,0.0,-0.095,3.50602e-07,0.0,0.0,-0.095,8.90061e-08,0.05,3.50602e-07,0.0,0.0,0.0,0.0,0.05,2.80481e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
comp_9,6e-05,1.24e-06,2.33734e-10,1.20763e-12,-0.07,4.20722e-12,1.06959e+10,1.2421e+08,-0.035,4.67469e-10,0.0133333,3.70791e+16,0.125,1.86988e-08,0.125,4.67469e-10,0.0,0.0,-0.095,2.33734e-09,0.0,0.0,-0.095,3.73975e-08,0.0,0.0,-0.095,9.34938e-10,0.0,0.0,-0.095,7.4795e-08,0.0,0.0,-0.095,3.50602e-07,0.0,0.0,-0.095,8.90061e-08,0.05,3.50602e-07,0.0,0.0,0.0,0.0,0.05,2.80481e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
comp_10,6e-05,1.24e-06,2.33734e-10,1.20763e-12,-0.07,4.20722e-12,1.06959e+10,1.2421e+08,-0.035,4.67469e-10,0.0133333,3.70791e+16,0.125,1.86988e-08,0.125,4.67469e-10,0.0,0.0,-0.095,2.33734e-09,0.0,0.0,-0.095,3.73975e-08,0.0,0.0,-0.095,9.34938e-10,0.0,0.0,-0.095,7.4795e-08,0.0,0.0,-0.095,3.50602e-07,0.0,0.0,-0.095,8.90061e-08,0.05,3.50602e-07,0.0,0.0,0.0,0.0,0.05,2.80481e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
